listing_id,reviewer_id,compound,score,adjusted_score,rating
6088708,21613501,0.9286,4,5,5
6088708,39231294,0,2,3,3
322593,4247022,0.8932,4,5,5
Additionally, to exploring on foot.  We even had a Trolley driver volunteer to take us from the Harbor back to our stop after hours (we stayed at the USS Constitution longer than expected).  After arriving back from the Navy Yard 20 minutes after the last planned Old Town Trolley departure of the day,-0.296,2,2.408,2
322593,5373753,0.8832,4,5,5
322593,6597888,0.807,4,5,5
I stayed with Ed recently at his brownstone in Boston’s historic South End. Ed has several units for rent – all beautiful and recently redone. I stayed in the ground floor studio, reading,0,2,3,3
The neighborhood was outstanding," restaurants and a few pubs.  I attended a conference downtown but convinced my friends to meet me at """"my place"""" before heading to one of """"my"""" neighborhood restaurants",0.0258,3,3.0516,3
322593,8403161,0.8016,4,5,5
322593,290395,0.902,4,5,5
As its in the basement , and the curtains on the back wall are covered in dust along with the shelves,0,2,3,3
322593,16667063,0.9184,4,5,5
I was relatively comfortable in the Studio WalkOut Terrace, probably should have had a friend/SO staying with me.  The Studio is plenty large enough,0,2,3,3
On the plus side, and he was quick to respond whenever I needed anything at all.  Having access to the outside patio via the back door was nice as well,-0.2023,2,2.5954,3
322593,8716024,0,2,3,3
322593,33344226,0.5686,4,4.1372,4
5616179,19383300,0.8481,4,5,5
5616179,29503157,0.9551,4,5,5
9110588,46620618,0.91,4,5,5
76073,664214,0,2,3,3
76073,465817,0.836,4,5,5
76073,2522107,0,2,3,3
76073,6227852,0.911,4,5,5
76073,37070387,0,2,3,3
13912470,84353883,0.8172,4,5,5
13912470,58022776,0.7959,4,5,5
13865867,27716818,0,2,3,3
8753559,33865934,0.7088,4,5,5
8753559,18784427,0.6249,4,5,5
8753559,73918210,0.6249,4,5,5
8753559,85118717,0.8658,4,5,5
10997047,21463859,0,2,3,3
10997047,44392954,0.893,4,5,5
496022,189243,0.9399,4,5,5
5086521,17407088,0.5719,4,4.1438,4
5086521,25662003,0.8955,4,5,5
13138055,62059766,0.9771,4,5,5
13138055,74862232,0.7845,4,5,5
13138055,16510324,0.8439,4,5,5
176006,2043653,0.7346,4,5,5
176006,2681325,0.9305,4,5,5
176006,3210502,0.8775,4,5,5
176006,3825485,0,2,3,3
176006,1728553,0.8775,4,5,5
176006,9452275,0.4019,3,3.8038,4
176006,5569676,0.8605,4,5,5
176006,14286982,0.8834,4,5,5
176006,16421287,0.8777,4,5,5
176006,13679841,0.7783,4,5,5
176006,20148681,0.788,4,5,5
176006,30832517,0.8313,4,5,5
176006,17476877,0.8221,4,5,5
2682662,13506429,0.909,4,5,5
2682662,35370193,0.2023,3,3.4046,3
2682662,22845418,0.6114,4,5,5
2682662,17717627,0,2,3,3
5182313,30361761,0.8885,4,5,5
5182313,37090987,0.9323,4,5,5
5182313,39258341,0.854,4,5,5
891953,72087,0,2,3,3
891953,14941291,0,2,3,3
891953,35802042,0.9286,4,5,5
4577188,22164565,0.8748,4,5,5
4577188,36236430,0.9071,4,5,5
4577188,4563561,0.8748,4,5,5
4577188,24765208,0.807,4,5,5
4577188,7116022,0.9647,4,5,5
4577188,2936130,0.8689,4,5,5
4577188,80508300,0.9118,4,5,5
957224,4405738,0.8977,4,5,5
957224,6787341,0.9564,4,5,5
7277653,45007152,0.9149,4,5,5
7277653,9755892,0.8779,4,5,5
7277653,535046,0.9348,4,5,5
7277653,37038367,0.7339,4,5,5
7277653,15818284,0.9336,4,5,5
7277653,27363396,0.5562,4,4.1124,4
7277653,3294342,0.2263,3,3.4526,3
7277653,3294342,0,2,3,3
7277653,40310752,0.6453,4,5,5
10454061,23960303,0.6588,4,5,5
10454061,13258968,0.6705,4,5,5
4558443,23895713,0.9325,4,5,5
2722165,16426481,0.8999,4,5,5
2722165,7169907,0.6956,4,5,5
2722165,2716765,0.8945,4,5,5
2722165,23678550,0.9368,4,5,5
2722165,18255971,0.8261,4,5,5
2722165,68237137,0,2,3,3
2722165,54547821,0.765,4,5,5
4223387,11339305,0.8402,4,5,5
4223387,24004049,0.6705,4,5,5
4223387,6077494,0.9694,4,5,5
4223387,43486682,0.9796,4,5,5
4223387,44289103,0,2,3,3
4223387,29412245,0.9118,4,5,5
4223387,19678389,0.902,4,5,5
232990,26636938,0.6249,4,5,5
232990,9195495,0,2,3,3
4410142,1564675,0,2,3,3
4410142,9973407,0.9484,4,5,5
6629929,39886763,0.4215,3,3.843,4
6629929,57429574,0.9371,4,5,5
4377247,18996418,0.9548,4,5,5
4377247,27476816,0.784,4,5,5
4377247,1855775,0.8481,4,5,5
4377247,3487545,0,2,3,3
4377247,30443772,0.6239,4,5,5
4377247,26600558,0,2,3,3
4377247,49451987,0,2,3,3
11922134,33662795,0.906,4,5,5
11922134,23883950,0.8402,4,5,5
11922134,67348363,0.836,4,5,5
11922134,57344316,0.5413,4,4.0826,4
11922134,29401079,0,2,3,3
11922134,17307015,0.4753,3,3.9506,4
12390027,55365861,0.5719,4,4.1438,4
12986016,60079253,0.4215,3,3.843,4
5526514,34388957,0.8011,4,5,5
3730447,26648085,0,2,3,3
3730447,6778777,0.9651,4,5,5
4972820,77436324,0,2,3,3
4177233,37734054,0.5709,4,4.1418,4
4177233,31224538,0.7081,4,5,5
4177233,42577445,0.9609,4,5,5
4177233,53524367,0.8329,4,5,5
4177233,14522377,0.5719,4,4.1438,4
4177233,841820,0.5563,4,4.1126,4
8316068,86808160,0.9554,4,5,5
5078127,36622564,0.8777,4,5,5
5078127,4216537,0,2,3,3
5078127,29020054,0.8922,4,5,5
5078127,83491211,0.8858,4,5,5
13327034,20085885,0.9583,4,5,5
442735,1396349,0.807,4,5,5
442735,3005647,0.8074,4,5,5
442735,5195998,0.743,4,5,5
442735,4154964,0.1506,3,3.3012,3
4518100,22168556,0,2,3,3
4518100,6614933,0,2,3,3
4518100,27487492,0,2,3,3
Pros - Easy transaction,  close to public parks for kids,0.4939,3,3.9878,4
5174821,12458590,0.6114,4,5,5
5174821,30058571,0.9272,4,5,5
5174821,21878787,0.9542,4,5,5
10175033,11542288,0.9357,4,5,5
3677662,20331154,0.6249,4,5,5
3677662,23931210,0.7579,4,5,5
The space itself was great. Clean and very comfortable, and art,0,2,3,3
3057116,13065789,0.8899,4,5,5
3057116,13557226,0.9437,4,5,5
3057116,72020871,0.7813,4,5,5
14843783,48896613,0.9337,4,5,5
14843783,93113474,0,2,3,3
3377871,8002626,0.8395,4,5,5
3377871,16316894,0.8012,4,5,5
3377871,13391680,0.7906,4,5,5
6990904,1704243,0.9402,4,5,5
6990904,42386273,0,2,3,3
6990904,46599415,0.95,4,5,5
6990904,27569486,0.9324,4,5,5
4015972,11989408,0.9355,4,5,5
4015972,4081472,0.5859,4,4.1718,4
4015972,28872340,0,2,3,3
Two comments, as she notes,0.6652,4,5,5
4015972,21975368,0.5994,4,4.1988,4
4015972,51580174,0.9622,4,5,5
4015972,42948597,0.2942,3,3.5884,4
4015972,11960423,0.6588,4,5,5
The apartment is modern and well equipped. It's also huge, table,0.5106,4,4.0212,4
8310660,43027185,0,2,3,3
8310660,29457021,0.7474,4,5,5
6317304,41201272,0.9241,4,5,5
6317304,2896762,0,2,3,3
6317304,72096223,0.836,4,5,5
14572515,36746352,0.6249,4,5,5
1220971,10333280,0,2,3,3
1220971,10641080,0.6892,4,5,5
1220971,13178949,0.7184,4,5,5
1220971,27001932,0.9217,4,5,5
1220971,43189054,0.7964,4,5,5
1220971,11129293,0.9552,4,5,5
10434883,76439936,0.8555,4,5,5
10434883,65688601,0.9421,4,5,5
10434883,3848784,0.836,4,5,5
6142396,10050042,0.5719,4,4.1438,4
6142396,37613704,0.4003,3,3.8006,4
6142396,42996213,0.8016,4,5,5
6142396,25481528,0.8687,4,5,5
6142396,20587155,-0.5994,1,1.8012,2
6142396,7282016,0.6588,4,5,5
6142396,17886204,0.9612,4,5,5
6142396,34588308,0.9131,4,5,5
6142396,32425322,0.9403,4,5,5
6142396,41814347,0.7178,4,5,5
6142396,22494010,0.7257,4,5,5
6142396,48254325,0.7832,4,5,5
6142396,62586316,0.8746,4,5,5
6142396,65309335,0,2,3,3
6142396,51012167,0.8479,4,5,5
6142396,26382785,0.5719,4,4.1438,4
6142396,72864698,0.4927,3,3.9854,4
6142396,22952579,0.969,4,5,5
6142396,76815695,0.8475,4,5,5
1112067,8223899,0.6588,4,5,5
1112067,6706420,0.7184,4,5,5
1112067,7830851,0.5106,4,4.0212,4
1112067,4033503,0.8122,4,5,5
1112067,14476433,0.4574,3,3.9148,4
1112067,15856042,0.9193,4,5,5
1112067,38793106,0.6586,4,5,5
1112067,38271760,0.8354,4,5,5
1112067,44154687,0.7778,4,5,5
1112067,62704640,0.8578,4,5,5
1112067,7701220,0.6588,4,5,5
1112067,46375989,0.9452,4,5,5
1112067,82615038,0.9366,4,5,5
4546333,18817162,0.8856,4,5,5
4546333,47582958,0.9107,4,5,5
4546333,64469345,0.9459,4,5,5
Importantly, Hospital areas,0,2,3,3
11041684,42868503,0.8271,4,5,5
11041684,47183678,0.9531,4,5,5
8450098,44196562,0.734,4,5,5
8450098,16590291,0.7569,4,5,5
8450098,13606133,0.807,4,5,5
8450098,77634902,0.5719,4,4.1438,4
8450098,78617297,0.7813,4,5,5
7211531,45470656,0,2,3,3
7211531,26033343,0.7713,4,5,5
7211531,49872399,0.8997,4,5,5
9218312,53748955,0.9437,4,5,5
9218312,15806381,0.8607,4,5,5
6574771,58734134,0.8991,4,5,5
6574771,63361224,0.9709,4,5,5
6574771,55496624,0.8908,4,5,5
9407895,35137402,-0.4497,2,2.1006,2
9407895,8412529,0.921,4,5,5
9407895,69099345,0.8737,4,5,5
9407895,2955649,0.6033,4,5,5
9407895,38191838,0,2,3,3
9407895,36286196,0.8932,4,5,5
72811,429810,0.8122,4,5,5
72811,525182,0.8303,4,5,5
72811,652977,0.9286,4,5,5
72811,777833,0.93,4,5,5
72811,90127,0.5244,4,4.0488,4
72811,1700594,0.8832,4,5,5
72811,3136144,0.8316,4,5,5
72811,3722528,0.9311,4,5,5
72811,20430564,0.8847,4,5,5
72811,13202613,0.5106,4,4.0212,4
As for the house and room itself, but the hosts are just very thorough. Follow the rules,0,2,3,3
72811,28006402,0.762,4,5,5
72811,20957688,0.8899,4,5,5
72811,36002396,0.9508,4,5,5
72811,42716283,0.9214,4,5,5
72811,36878893,0.5709,4,4.1418,4
72811,43186555,0.8822,4,5,5
11441717,65217556,0.968,4,5,5
12761363,21834936,0.6124,4,5,5
1341072,17723536,0.4767,3,3.9534,4
1341072,18542343,0.8744,4,5,5
1341072,7207788,0,2,3,3
1341072,12116275,0,2,3,3
1341072,56466949,0.8928,4,5,5
1341072,361233,0.807,4,5,5
Their neighborhood is very nice, a pos office,0,2,3,3
3181719,3598687,0.8387,4,5,5
3181719,7569725,0.977,4,5,5
9494212,66129991,0,2,3,3
9494212,72088427,0.6705,4,5,5
9494212,82939132,0.9811,4,5,5
9494212,73061503,0.836,4,5,5
6075481,35029545,0.1779,3,3.3558,3
6075481,40332117,0,2,3,3
6075481,283717,0.9359,4,5,5
6075481,43431402,0,2,3,3
6075481,44510095,0.8588,4,5,5
6075481,3083976,0.6486,4,5,5
6075481,39311211,0,2,3,3
6075481,27219681,0.807,4,5,5
As the place is located inside chinatown, you will wake up to the siren sound like every hour or so at night. Oh and there is a group of bikers biking up and down the street,0,2,3,3
6741968,13443596,0.9381,4,5,5
6741968,11354530,0.5574,4,4.1148,4
6741968,13126589,0.7964,4,5,5
6741968,17053262,0.8795,4,5,5
11624428,43050638,0.9151,4,5,5
11624428,61324869,0.967,4,5,5
1102623,1465211,0.9807,4,5,5
1102623,6223844,0.836,4,5,5
1102623,30522397,0.5719,4,4.1438,4
1102623,48639694,0.9114,4,5,5
The apartment is very well located in one of the nicest neighbourhood of Boston - Back Bay, restaurants... Perfect base to explore the city. The apartment itself was very clean,0,2,3,3
3591388,8601629,0.5719,4,4.1438,4
3591388,8818623,0.9353,4,5,5
8469735,32752292,-0.296,2,2.408,2
8469735,58116277,0,2,3,3
8112652,25134099,0.7003,4,5,5
1425973,7047808,0.7027,4,5,5
1425973,1891315,0.9245,4,5,5
1425973,9485224,0.9462,4,5,5
1425973,48231871,0,2,3,3
9327506,8329102,0.9475,4,5,5
3946215,28014726,0.7328,4,5,5
3946215,19748389,0.7408,4,5,5
3946215,35031024,0.734,4,5,5
3946215,41013749,0.6588,4,5,5
3946215,28846876,0.9231,4,5,5
3946215,4307145,0,2,3,3
3946215,33160815,0.911,4,5,5
3967611,20914567,0.9834,4,5,5
1106555,24059524,0.25,3,3.5,4
1106555,28325248,0.4926,3,3.9852,4
13275308,19477221,0.8834,4,5,5
1131634,12029530,0.5719,4,4.1438,4
1131634,3469689,0,2,3,3
1131634,4476557,0.9179,4,5,5
8663351,48529478,0.9419,4,5,5
8663351,60150217,0.906,4,5,5
8663351,17083129,0.7836,4,5,5
12409042,8339302,0.6705,4,5,5
891661,5012401,0.4588,3,3.9176,4
891661,1815445,0.8481,4,5,5
891661,6182044,0.9551,4,5,5
Although the studio is in a great location, winding flights of stairs. However,0.5081,4,4.0162,4
891661,2402860,0.8932,4,5,5
891661,8649774,0.4201,3,3.8402,4
891661,10936458,0,2,3,3
891661,1455267,0.9337,4,5,5
891661,9796797,0.7906,4,5,5
891661,17013627,0.5983,4,4.1966,4
891661,29328677,0.659,4,5,5
891661,2420339,0.9039,4,5,5
891661,46189227,0.7783,4,5,5
891661,1246109,0.7906,4,5,5
891661,61535116,0.9722,4,5,5
891661,26264705,0,2,3,3
891661,24496925,0.9186,4,5,5
9496325,13918341,0,2,3,3
It was first experience with Airbnb :)  Hochiang is awesome , everything around you restaurants ,0.4927,3,3.9854,4
12930651,92877330,0,2,3,3
7920759,82521098,0.636,4,5,5
6006121,10703736,0.7425,4,5,5
6006121,39724306,0.9215,4,5,5
6006121,43463946,0,2,3,3
6006121,40109566,0,2,3,3
6006121,4036909,0.8745,4,5,5
6006121,45625501,0.6249,4,5,5
6006121,30531002,0,2,3,3
6006121,44940403,0.9298,4,5,5
6006121,10955578,0.9344,4,5,5
6006121,38075712,0.906,4,5,5
6006121,18144013,0.6588,4,5,5
6006121,3910899,0,2,3,3
6006121,1659610,0,2,3,3
6019555,16587382,0.6249,4,5,5
6019555,4888851,0.9418,4,5,5
6019555,7402744,0.9141,4,5,5
6019555,18985707,0.9061,4,5,5
6019555,2609911,0.8777,4,5,5
6317446,11544688,0.8214,4,5,5
6317446,45502689,0.9117,4,5,5
6317446,15355169,0.6892,4,5,5
6317446,9117201,0.9385,4,5,5
6317446,52378835,0.9208,4,5,5
6317446,36267637,0.7574,4,5,5
6317446,74595126,0.6318,4,5,5
13031523,1368005,0.9186,4,5,5
10749794,39967679,0.9545,4,5,5
1166808,21936226,0.5974,4,4.1948,4
13121821,74406007,0.8908,4,5,5
11966297,73679177,0,2,3,3
11966297,11428024,0.946,4,5,5
6705513,4938013,0.9463,4,5,5
6705513,54422742,0.7425,4,5,5
6705513,9006361,0,2,3,3
4205641,32295630,0,2,3,3
4205641,43952990,0,2,3,3
4205641,13155090,0,2,3,3
4205641,50603049,0.9712,4,5,5
4205641,8863652,0.6908,4,5,5
4205641,76941587,0,2,3,3
4205641,84024831,0.8169,4,5,5
13674964,86778602,0.4939,3,3.9878,4
13674964,88882768,0.9701,4,5,5
8366402,42210074,0.7778,4,5,5
8366402,53622145,0,2,3,3
8366402,2766846,0.8653,4,5,5
8097453,17021227,0.765,4,5,5
6568621,19934886,0.4754,3,3.9508,4
6568621,44444754,0.7906,4,5,5
8662258,24015846,0.8908,4,5,5
8662258,49917470,0.7688,4,5,5
8662258,439135,0.6588,4,5,5
8662258,16260062,0.8478,4,5,5
8662258,10584292,0.911,4,5,5
8662258,26697079,0.7184,4,5,5
3012529,1730327,0.6249,4,5,5
3012529,24982694,0,2,3,3
3012529,25538259,0.8402,4,5,5
3012529,1547991,0.9155,4,5,5
3012529,8976955,0.8908,4,5,5
3012529,10298562,0.8251,4,5,5
3012529,33768948,0.5413,4,4.0826,4
3012529,26237032,0.8643,4,5,5
3012529,37093770,0.9478,4,5,5
3012529,34548778,0.9659,4,5,5
3012529,34364147,0.8846,4,5,5
3012529,43781270,0.7096,4,5,5
3012529,41932393,0.7845,4,5,5
3012529,47588624,0.6249,4,5,5
3012529,42081056,0.9442,4,5,5
3012529,67597565,0.9337,4,5,5
3012529,6170174,0.8016,4,5,5
13007124,43309979,0.7783,4,5,5
The neighborhood, Fiore,0.5719,4,4.1438,4
13007124,58201377,0.9432,4,5,5
8337048,43438478,0.6249,4,5,5
8337048,84965048,0,2,3,3
11757376,32860334,0.4215,3,3.843,4
7368611,41875484,0.5994,4,4.1988,4
7368611,22373535,0.9501,4,5,5
7368611,24631727,0.9432,4,5,5
7368611,59314584,0.8313,4,5,5
7368611,1318280,0.4754,3,3.9508,4
2114274,17254686,0.6249,4,5,5
6544642,14099461,0.8625,4,5,5
31796,80285,0,2,3,3
31796,102688,0.9642,4,5,5
31796,180627,0.906,4,5,5
31796,189435,0,2,3,3
31796,564643,0.9441,4,5,5
31796,591774,0.4678,3,3.9356,4
31796,724620,0.8383,4,5,5
31796,1011807,0.5859,4,4.1718,4
31796,871770,0.734,4,5,5
31796,1333346,0.8039,4,5,5
31796,1430866,0.8957,4,5,5
She fixed breakfast but we liked to sleep in a bit.  The house was in a very safe place next to a police station.  There are many different restaurants(Vietnamese,pizza,0.4404,3,3.8808,4
The house is really pretty, that makes it even more enjoyable,0.474,3,3.948,4
31796,2779566,0.8221,4,5,5
31796,5977404,0.4927,3,3.9854,4
31796,7386428,0.5106,4,4.0212,4
31796,7734759,0.6096,4,5,5
31796,3541385,0,2,3,3
31796,3069994,0.8922,4,5,5
31796,14935531,0.7987,4,5,5
31796,76692,0.9227,4,5,5
31796,5992908,0.9309,4,5,5
31796,18350116,0.5859,4,4.1718,4
31796,17446327,0.9148,4,5,5
When we got into the house we found out that it was empty. Hermina told me that she would not be there previously and that a Housekeeper ( Donna) would be there. I found out later on a post-it on the fridge saying that she only gets in the house a few hours during the day to clean up. When I got to our room ( room C) I was very appointed. The room was in the attic, I didn't like that my mother had to take it. In the room,-0.1419,2,2.7162,3
31796,18607361,0.4404,3,3.8808,4
The room is incredibly huge, is comfortable,0.4019,3,3.8038,4
31796,16643788,0.636,4,5,5
31796,153116,0.765,4,5,5
31796,22525014,0.7346,4,5,5
31796,20027407,0.8651,4,5,5
31796,2170794,0.851,4,5,5
31796,31306948,0.8442,4,5,5
31796,12002272,0.7316,4,5,5
31796,21923676,0.5106,4,4.0212,4
31796,7954175,0.5859,4,4.1718,4
31796,9102286,0,2,3,3
31796,41048948,0.5709,4,4.1418,4
31796,54233065,0,2,3,3
31796,55358654,-0.5559,1,1.8882,2
31796,42756301,0.9014,4,5,5
31796,53670540,0.7402,4,5,5
31796,4450632,0.4754,3,3.9508,4
31796,88749601,0.6054,4,5,5
12497846,71013378,0,2,3,3
12497846,75625573,0,2,3,3
12497846,75750356,0,2,3,3
950046,14415009,0.764,4,5,5
14533848,6951312,0,2,3,3
4518710,23527375,0,2,3,3
4518710,23226672,0.8316,4,5,5
4518710,7260242,0.9197,4,5,5
4518710,544432,0.5574,4,4.1148,4
7185881,4022468,0.9392,4,5,5
1881298,7543468,0.9131,4,5,5
1881298,14032680,0.96,4,5,5
1881298,14769194,0.872,4,5,5
1881298,8788483,0,2,3,3
1881298,11948028,0.7177,4,5,5
The hosts were not home when we arrived, and a hot water pot,0.5994,4,4.1988,4
1881298,18166126,0.5719,4,4.1438,4
1881298,1406344,0.5719,4,4.1438,4
1881298,64412242,0.5562,4,4.1124,4
The Fabulous: Super clean, movie channels,0.4404,3,3.8808,4
1881298,59418448,0.6249,4,5,5
6017574,7723375,0.8955,4,5,5
737519,29479262,0.905,4,5,5
7054058,37002908,0.7713,4,5,5
2043529,10591529,0.7845,4,5,5
2043529,54243682,0,2,3,3
2043529,25763231,0,2,3,3
2043529,43647239,0,2,3,3
2167993,13534929,0,2,3,3
2167993,5678424,0.6114,4,5,5
2167993,38482681,0.9483,4,5,5
4489588,10978585,0.5413,4,4.0826,4
4489588,26426860,0.8316,4,5,5
4489588,31482078,0,2,3,3
4489588,7675739,0,2,3,3
4489588,3816954,0,2,3,3
13494185,55699818,0.9714,4,5,5
13494185,70506620,0.8897,4,5,5
8584276,47334212,0.964,4,5,5
8584276,1360094,0,2,3,3
7474615,46013109,0.8481,4,5,5
11376403,81144285,0.7755,4,5,5
7649517,19810624,0.967,4,5,5
7649517,70068865,0.5719,4,4.1438,4
11590512,57211820,0.6997,4,5,5
9382898,6586827,0.9186,4,5,5
9382898,64242126,0.8684,4,5,5
732932,12803607,0,2,3,3
732932,19869001,0.9581,4,5,5
1861070,15853655,0.9807,4,5,5
1861070,15853655,0.9114,4,5,5
1861070,405376,0.9299,4,5,5
1861070,19778706,0.9523,4,5,5
8846202,17397117,0,2,3,3
8846202,10075750,0.9633,4,5,5
1864705,4817455,0.8354,4,5,5
1864705,4963345,0.7345,4,5,5
1864705,63280494,0.7906,4,5,5
6602167,2121569,0.6705,4,5,5
6602167,65240909,0.8622,4,5,5
3917027,21284645,0.6249,4,5,5
3917027,10471798,0.4576,3,3.9152,4
3917027,38969035,-0.1779,2,2.6442,3
3917027,46170338,0.7579,4,5,5
3917027,65817890,0,2,3,3
1510876,68557832,0.807,4,5,5
11528125,19214398,0.8588,4,5,5
8025718,44207196,0.7902,4,5,5
13027627,24844139,0,2,3,3
13027627,1340101,0,2,3,3
7379913,13441406,0.8832,4,5,5
3363097,21382299,0.8908,4,5,5
3363097,39153796,0.8829,4,5,5
3363097,13228404,0.9708,4,5,5
13249829,79346425,0.6679,4,5,5
4489490,10553715,0.7639,4,5,5
11853416,2534734,0,2,3,3
8052617,3435225,0,2,3,3
8052617,16438123,0.8934,4,5,5
8052617,5898460,0.5574,4,4.1148,4
8052617,50668861,0,2,3,3
8052617,25687967,0.8777,4,5,5
8052617,18582563,0.7579,4,5,5
8052617,77518540,0.6115,4,5,5
8052617,3312235,0.8973,4,5,5
6310903,15107598,0.8805,4,5,5
6310903,6464994,0.902,4,5,5
6310903,186842,0.4574,3,3.9148,4
6310903,10053864,0.6114,4,5,5
6310903,20537172,0.9652,4,5,5
6310903,10012313,0.636,4,5,5
4233242,28190745,-0.2732,2,2.4536,2
4233242,32600287,0.8399,4,5,5
4233242,4400828,0.969,4,5,5
She had a sublet before we arrived, and we arranged a compromise based on that. The place ended up being well maintained,0.4215,3,3.843,4
5718801,9472468,0.6249,4,5,5
2798787,8674420,0.9877,4,5,5
2798787,15435381,0.9701,4,5,5
2798787,2532858,0,2,3,3
2798787,5386150,0.8908,4,5,5
2798787,588356,0.9227,4,5,5
2798787,41186821,0.9108,4,5,5
2798787,50405842,0.8341,4,5,5
We loved her home, close to transportation and a lovely neighborhood to walk around in. It snowed the night we were here and everything looked postcard. Have breakfast at the Gondres Bakery,0.7901,4,5,5
2798787,444837,0.802,4,5,5
1472481,8784897,0,2,3,3
1472481,6848454,0.9741,4,5,5
1472481,7799789,0.8881,4,5,5
1472481,16229110,0.9382,4,5,5
1472481,15346172,0.8797,4,5,5
1472481,22082888,0.9325,4,5,5
1472481,505817,0.9585,4,5,5
1472481,38394727,0,2,3,3
1472481,26378641,0.8625,4,5,5
1472481,30057568,-0.653,1,1.694,2
1472481,794896,0.8402,4,5,5
1472481,16112554,0.9622,4,5,5
1472481,12784541,0,2,3,3
1472481,56013991,0.6784,4,5,5
1472481,52421685,0.8751,4,5,5
1472481,56710986,0.9244,4,5,5
1472481,70023257,0.7902,4,5,5
1472481,6276619,0.8689,4,5,5
1472481,80874886,0.855,4,5,5
9273,1919090,0.9456,4,5,5
9273,12099262,0,2,3,3
7499960,4482883,0,2,3,3
7499960,58074642,0.9245,4,5,5
4568116,19255720,0.7841,4,5,5
4568116,6615933,0.9476,4,5,5
4568116,28699772,0.8636,4,5,5
4568116,33408979,0.8169,4,5,5
4568116,35340869,0.3848,3,3.7696,4
4568116,11881466,0.9524,4,5,5
4568116,41950977,0.5859,4,4.1718,4
4568116,12015004,0.9169,4,5,5
4568116,4447294,0.9382,4,5,5
4568116,29573509,0.796,4,5,5
4568116,73114235,0.4215,3,3.843,4
4568116,18825648,0.4576,3,3.9152,4
5726250,27205221,0.4754,3,3.9508,4
5726250,912165,0,2,3,3
4516065,44675549,0.8481,4,5,5
8231382,7136378,0.8225,4,5,5
8231382,36573282,0.6249,4,5,5
4291607,19843613,0,2,3,3
4291607,34760687,0,2,3,3
1471373,7974208,0.6996,4,5,5
1471373,5048606,0.974,4,5,5
1471373,11197371,0.855,4,5,5
1471373,18090743,0.91,4,5,5
1471373,326498,0.9344,4,5,5
1471373,18064601,0,2,3,3
1471373,21839360,0.9166,4,5,5
1471373,38758312,0.3291,3,3.6582,4
1471373,27162402,0.8588,4,5,5
1471373,58099450,0.6249,4,5,5
9117009,10130075,0.6249,4,5,5
9117009,33067946,0,2,3,3
12630619,79054736,0.9246,4,5,5
What made my entire stay enjoyable were the details: the extra cup of coffee Meg brews for you (and your +1); Wally (who is such a darling); great conversations with Meg the times we did cross paths; the view of the sunset from the dining room.  I didn't spend too much time in the apartment, although I hear you're certainly welcome to do so.  The details in the post are all on point. Walking up the 3 flights of stairs was not bad at all.  I took the T everyday,0,2,3,3
1115394,5262639,0.8041,4,5,5
1115394,20723184,0.8816,4,5,5
1115394,24037751,0.4576,3,3.9152,4
1115394,20418003,0.9412,4,5,5
1115394,24765012,0.9611,4,5,5
1115394,5029909,0.6105,4,5,5
1115394,26814532,0.9078,4,5,5
1115394,41538894,0.8957,4,5,5
1115394,57435916,0.7783,4,5,5
1115394,22368575,0.5719,4,4.1438,4
1115394,28547735,0.7608,4,5,5
1115394,35320346,0.7717,4,5,5
1115394,65240268,0.6115,4,5,5
1115394,16208718,0.8176,4,5,5
1115394,40546931,0.8777,4,5,5
414419,3362644,-0.2103,2,2.5794,3
414419,3341235,0.9483,4,5,5
414419,2872787,0.6588,4,5,5
414419,3335337,0.83,4,5,5
414419,4752924,0.8876,4,5,5
414419,446480,0,2,3,3
414419,4001088,0,2,3,3
414419,6340809,0.8718,4,5,5
414419,12693646,0.9199,4,5,5
414419,8259843,0.9245,4,5,5
414419,17688338,0.8439,4,5,5
414419,6144395,0.7964,4,5,5
414419,19506689,0.8395,4,5,5
414419,14773290,0.5244,4,4.0488,4
414419,17664780,0.4215,3,3.843,4
414419,26473588,0.5859,4,4.1718,4
414419,3266721,0.4754,3,3.9508,4
414419,9383591,0.9527,4,5,5
414419,35506432,0.8655,4,5,5
414419,2648878,0.6114,4,5,5
414419,30004775,0.7959,4,5,5
414419,49135958,0.9668,4,5,5
414419,4388061,0.8908,4,5,5
414419,14548382,0.7579,4,5,5
414419,28374842,0.6588,4,5,5
Beautifully furnished, which makes for a more comfortable stay.  He has thought of EVERYTHING,0.7845,4,5,5
6695,14270540,0.8608,4,5,5
6695,14341456,0,2,3,3
6695,15872528,0.8655,4,5,5
11120777,10295704,0.8858,4,5,5
11120777,54863305,0.8255,4,5,5
11120777,35442849,0.5719,4,4.1438,4
11120777,76102457,0.9493,4,5,5
11120777,31016404,0.9776,4,5,5
5269216,32925065,0,2,3,3
5269216,33494133,0.8439,4,5,5
5269216,49728793,0.5859,4,4.1718,4
5269216,36091580,0.8481,4,5,5
Dormitory with 2 additional guests, bath,0,2,3,3
890705,8828561,0.862,4,5,5
1136972,3851665,0.9228,4,5,5
1136972,11753899,0.6749,4,5,5
1136972,6203793,0.9459,4,5,5
1136972,15128809,0.8436,4,5,5
1136972,14506443,0.7184,4,5,5
1136972,13922558,0.5413,4,4.0826,4
1136972,20926220,0.9055,4,5,5
1136972,23424836,0.8779,4,5,5
1136972,29825571,0.9377,4,5,5
